"KEYWORDS","TITLE","ABSTRACT","JOURNAL","YEAR","code","text","class"
"AUDITORY cortex physiology, DISCRIMINATION learning, CEREBRAL hemispheres, COGNITION, CEREBRAL dominance, AUDITORY evoked response, NEUROPHYSIOLOGY, Anatomy and physiology, Animal behavior, Animal models, Auditory system, Biology, Computational biology, Computational neuroscience, Learning and memory, Model organisms, Neuroanatomy, Neurological system, Neuroscience, Research Article, Sensory physiology, Sensory systems, Zoology","unilateral auditory cortex lesions impair or improve discrimination learning of amplitude modulated sounds depending on lesion side","A fundamental principle of brain organization is bilateral symmetry of structures and functions. For spatial sensory and motor information processing, this organization is generally plausible subserving orientation and coordination of a bilaterally symmetric body. However, breaking of the symmetry principle is often seen for functions that depend on convergent information processing and lateralized output control, e.g. left hemispheric dominance for the linguistic speech system. Conversely, a subtle splitting of functions into hemispheres may occur if peripheral information from symmetric sense organs is partly redundant, e.g. auditory pattern recognition, and therefore allows central conceptualizations of complex stimuli from different feature viewpoints, as demonstrated e.g. for hemispheric analysis of frequency modulations in auditory cortex (AC) of mammals including humans. Here we demonstrate that discrimination learning of rapidly but not of slowly amplitude modulated tones is n)","PLoS ONE",2014,"No","auditori cortex physiolog discrimin learn cerebr hemispher cognit cerebr domin auditori evok respons neurophysiolog anatomi physiolog anim behavior anim model auditori system biolog comput biolog comput neurosci learn memori model organ neuroanatomi neurolog system neurosci research articl sensori physiolog sensori system zoolog unilater auditori cortex lesion impair improv discrimin learn amplitud modul sound depend lesion side fundament principl brain organ bilater symmetri structur function spatial sensori motor inform process organ general plausibl subserv orient coordin bilater symmetr bodi break symmetri principl function depend converg inform process later output control left hemispher domin linguist speech system convers subtl split function hemispher occur peripher inform symmetr sens organ part redund auditori pattern recognit central conceptu complex stimuli featur viewpoint demonstr hemispher analysi frequenc modul auditori cortex ac mammal includ human demonstr discrimin learn rapid slowli amplitud modul tone",0
"DISCURSIVE psychology, SOCIOLINGUISTICS, NATURAL language processing, COMPUTATIONAL sociology, Behavior, Communications, Computational linguistics, Computational sociology, Computer applications, Computer science, Linguistics, Natural language, Natural language processing, Psychology, Research Article, Sexual and gender issues, Social and behavioral sciences, Social psychology, Sociolinguistics, Sociology, Web-based applications, TWITTER (Web resource)","he votes or she votes female and male discursive strategies in twitter political hashtags","In this paper, we conduct a study about differences between female and male discursive strategies when posting in the microblogging service Twitter, with a particular focus on the hashtag designation process during political debate. The fact that men and women use language in distinct ways, reverberating practices linked to their expected roles in the social groups, is a linguistic phenomenon known to happen in several cultures and that can now be studied on the Web and on online social networks in a large scale enabled by computing power. Here, for instance, after analyzing tweets with political content posted during Brazilian presidential campaign,we found out that male Twitter users, when expressing their attitude toward a given candidate, are more prone to use imperative verbal forms in hashtags, while female users tend to employ declarative forms. This difference can be interpreted as a sign of distinct approaches in relation to other network members: for example, if political ha)","PLoS ONE",2014,"No","discurs psycholog sociolinguist natur languag process comput sociolog behavior communic comput linguist comput sociolog comput applic comput scienc linguist natur languag natur languag process psycholog research articl sexual gender issu social behavior scienc social psycholog sociolinguist sociolog web base applic twitter web resourc vote vote femal male discurs strategi twitter polit hashtag paper conduct studi differ femal male discurs strategi post microblog servic twitter focus hashtag design process polit debat fact men women languag distinct way reverber practic link expect role social group linguist phenomenon happen cultur studi web onlin social network larg scale enabl comput power instanc analyz tweet polit content post brazilian presidenti campaign found male twitter user express attitud candid prone imper verbal form hashtag femal user tend employ declar form differ interpret sign distinct approach relat network member polit ha",0
"SOCIAL context, COMPREHENSION, PSYCHOLINGUISTICS, MOTOR ability, STIMULUS & response (Biology), LANGUAGE & languages, KINEMATICS, Research Article","the impact of social context and language comprehension on behaviour a kinematic investigation","We investigated whether and how comprehending sentences that describe a social context influences our motor behaviour. Our stimuli were sentences that referred to objects having different connotations (e.g., attractive/ugly vs. smooth/prickly) and that could be directed towards the self or towards “another person” target (e.g., “The object is ugly/smooth. Bring it to you/Give it to another person”). Participants judged whether each sentence was sensible or non-sensible by moving the mouse towards or away from their body. Mouse movements were analysed according to behavioral and kinematics parameters. In order to enhance the social meaning of the linguistic stimuli, participants performed the task either individually (Individual condition) or in a social setting, in co-presence with the experimenter. The experimenter could either act as a mere observer (Social condition) or as a confederate, interacting with participants in an off-line modality at the end of task execution (Joint condi)","PLoS ONE",2013,"No","social context comprehens psycholinguist motor abil stimulus respons biolog languag languag kinemat research articl impact social context languag comprehens behaviour kinemat investig investig comprehend sentenc describ social context influenc motor behaviour stimuli sentenc refer object connot attractiveug smoothprick direct person target object uglysmooth bring give person particip judg sentenc move mous bodi mous movement analys behavior kinemat paramet order enhanc social mean linguist stimuli particip perform task individu individu condit social set presenc experiment experiment act mere observ social condit confeder interact particip line modal end task execut joint condi",0
"PERSONAL names, DISCOURSE analysis, EVOKED potentials (Electrophysiology), INCONGRUITY, PSYCHOLINGUISTICS, HUMAN information processing, PSYCHOLOGICAL research, Research Article","integrating the meaning of person names into discourse context an event related potential study","The meaning of person names is determined by their associated information. This study used event related potentials to investigate the time course of integrating the newly constructed meaning of person names into discourse context. The meaning of person names was built by two-sentence descriptions of the names. Then we manipulated the congruence of person names relative to discourse context in a way that the meaning of person names either matched or did not match the previous context. ERPs elicited by the names were compared between the congruent and the incongruent conditions. We found that the incongruent names elicited a larger N400 as well as a larger P600 compared to the congruent names. The results suggest that the meaning of unknown names can be effectively constructed from short linguistic descriptions and that the established meaning can be rapidly retrieved and integrated into contexts. [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library of Scienc)","PLoS ONE",2013,"No","person name discours analysi evok potenti electrophysiolog incongru psycholinguist human inform process psycholog research research articl integr mean person name discours context event relat potenti studi mean person name determin inform studi event relat potenti investig time integr newli construct mean person name discours context mean person name built sentenc descript name manipul congruenc person name relat discours context mean person name match match previous context erp elicit name compar congruent incongru condit found incongru name elicit larger n larger p compar congruent name result suggest mean unknown name effect construct short linguist descript establish mean rapid retriev integr context abstract author copyright plos properti public librari scienc",0
"EVOKED potentials (Electrophysiology), SENTENCES (Grammar), PHONOLOGY (Grammar), LINGUISTICS, SYNTAX (Grammar), COMPLEXITY (Linguistics), INFORMATION retrieval, SEMANTICS (Philosophy), Research Article","temporal characteristics of online syntactic sentence planning an event related potential study","During sentence production, linguistic information (semantics, syntax, phonology) of words is retrieved and assembled into a meaningful utterance. There is still debate on how we assemble single words into more complex syntactic structures such as noun phrases or sentences. In the present study, event-related potentials (ERPs) were used to investigate the time course of syntactic planning. Thirty-three volunteers described visually animated scenes using naming formats varying in syntactic complexity: from simple words (‘W’, e.g., “triangle”, “red”, “square”, “green”, “to fly towards”), to noun phrases (‘NP’, e.g., “the red triangle”, “the green square”, “to fly towards”), to a sentence (‘S’, e.g., “The red triangle flies towards the green square.”). Behaviourally, we observed an increase in errors and corrections with increasing syntactic complexity, indicating a successful experimental manipulation. In the ERPs following scene onset, syntactic complexity variations were found in a P3)","PLoS ONE",2013,"No","evok potenti electrophysiolog sentenc grammar phonolog grammar linguist syntax grammar complex linguist inform retriev semant philosophi research articl tempor characterist onlin syntact sentenc plan event relat potenti studi sentenc product linguist inform semant syntax phonolog word retriev assembl meaning utter debat assembl singl word complex syntact structur noun phrase sentenc present studi event relat potenti erp investig time syntact plan thirti volunt visual anim scene name format vari syntact complex simpl word triangl red squar green fli noun phrase np red triangl green squar fli sentenc red triangl fli green squar behaviour observ increas error correct increas syntact complex indic success experiment manipul erp scene onset syntact complex variat found p",0
"MITOCHONDRIAL DNA, IRANIANS, GENOMES, PHYLOGENY, HEALTH, PERSIAN Gulf Region, Research Article","complete mitochondrial dna diversity in iranians","Due to its pivotal geographical location and proximity to transcontinental migratory routes, Iran has played a key role in subsequent migrations, both prehistoric and historic, between Africa, Asia and Europe. To shed light on the genetic structure of the Iranian population as well as on the expansion patterns and population movements which affected this region, the complete mitochondrial genomes of 352 Iranians were obtained. All Iranian populations studied here exhibit similarly high diversity values comparable to the other groups from the Caucasus, Anatolia and Europe. The results of AMOVA and MDS analyses did not associate any regional and/or linguistic group of populations in the Anatolia/Caucasus and Iran region pointing to close genetic positions of Persians and Qashqais to each other and to Armenians, and Azeris from Iran to Georgians. By reconstructing the complete mtDNA phylogeny of haplogroups R2, N3, U1, U3, U5a1g, U7, H13, HV2, HV12, M5a and C5c we have found a previously)","PLoS ONE",2013,"No","mitochondri dna iranian genom phylogeni health persian gulf region research articl complet mitochondri dna divers iranian due pivot geograph locat proxim transcontinent migratori rout iran play key role subsequ migrat prehistor histor africa asia europ shed light genet structur iranian popul expans pattern popul movement affect region complet mitochondri genom iranian obtain iranian popul studi exhibit similar high divers valu compar group caucasus anatolia europ result amova mds analys associ region linguist group popul anatoliacaucasus iran region point close genet posit persian qashqai armenian azeri iran georgian reconstruct complet mtdna phylogeni haplogroup r n u u uag u h hv hv ma cc found previous",0
"ELECTRICAL harmonics, INCONGRUITY, EVOKED potentials (Electrophysiology), LANGUAGE & languages, LISTENING, MUSICIANS, Research Article","semantics syntax or neither a case for resolution in the interpretation of n500 and p600 responses to harmonic incongruities","The processing of notes and chords which are harmonically incongruous with their context has been shown to elicit two distinct late ERP effects. These effects strongly resemble two effects associated with the processing of linguistic incongruities: a P600, resembling a typical response to syntactic incongruities in language, and an N500, evocative of the N400, which is typically elicited in response to semantic incongruities in language. Despite the robustness of these two patterns in the musical incongruity literature, no consensus has yet been reached as to the reasons for the existence of two distinct responses to harmonic incongruities. This study was the first to use behavioural and ERP data to test two possible explanations for the existence of these two patterns: the musicianship of listeners, and the resolved or unresolved nature of the harmonic incongruities. Results showed that harmonically incongruous notes and chords elicited a late positivity similar to the P600 when they)","PLoS ONE",2013,"No","electr harmon incongru evok potenti electrophysiolog languag languag listen musician research articl semant syntax case resolut interpret n p respons harmon incongru process note chord harmon incongru context shown elicit distinct late erp effect effect strong resembl effect process linguist incongru p resembl typic respons syntact incongru languag n evoc n typic elicit respons semant incongru languag robust pattern music incongru literatur consensus reach reason exist distinct respons harmon incongru studi behaviour erp data test explan exist pattern musicianship listen resolv unresolv natur harmon incongru result show harmon incongru note chord elicit late posit similar p",0
"HEALTH care teams, HEALTH surveys, MEDICAL research, SCIENTIFIC method, MEDICAL publishing, LACTATION consultants, Research Article","all that glitters isnt gold a survey on acknowledgment of limitations in biomedical studies","Background: Acknowledgment of all serious limitations to research evidence is important for patient care and scientific progress. Formal research on how biomedical authors acknowledge limitations is scarce. Objectives: To assess the extent to which limitations are acknowledged in biomedical publications explicitly, and implicitly by investigating the use of phrases that express uncertainty, so-called hedges; to assess the association between industry support and the extent of hedging. Design: We analyzed reporting of limitations and use of hedges in 300 biomedical publications published in 30 high and medium -ranked journals in 2007. Hedges were assessed using linguistic software that assigned weights between 1 and 5 to each expression of uncertainty. Results: Twenty-seven percent of publications (81/300) did not mention any limitations, while 73% acknowledged a median of 3 (range 1–8) limitations. Five percent mentioned a limitation in the abstract. After controlling for confounders,)","PLoS ONE",2013,"No","health care team health survey medic research scientif method medic publish lactat consult research articl glitter isnt gold survey acknowledg limit biomed studi background acknowledg limit research evid import patient care scientif progress formal research biomed author acknowledg limit scarc object assess extent limit acknowledg biomed public explicit implicit investig phrase express uncertainti call hedg assess associ industri support extent hedg design analyz report limit hedg biomed public publish high medium rank journal hedg assess linguist softwar assign weight express uncertainti result twenti percent public mention limit acknowledg median rang limit percent mention limit abstract control confound",0
"EMOTIONS (Psychology) & cognition, SYSTEMATIC reviews (Medical research), INFANT development, LINGUISTICS, MOTHER & infant, LANGUAGE & languages, Research Article","motherese in interaction at the cross road of emotion and cognition a systematic review","Various aspects of motherese also known as infant-directed speech (IDS) have been studied for many years. As it is a widespread phenomenon, it is suspected to play some important roles in infant development. Therefore, our purpose was to provide an update of the evidence accumulated by reviewing all of the empirical or experimental studies that have been published since 1966 on IDS driving factors and impacts. Two databases were screened and 144 relevant studies were retained. General linguistic and prosodic characteristics of IDS were found in a variety of languages, and IDS was not restricted to mothers. IDS varied with factors associated with the caregiver (e.g., cultural, psychological and physiological) and the infant (e.g., reactivity and interactive feedback). IDS promoted infants’ affect, attention and language learning. Cognitive aspects of IDS have been widely studied whereas affective ones still need to be developed. However, during interactions, the following two observati)","PLoS ONE",2013,"No","emot psycholog cognit systemat review medic research infant develop linguist mother infant languag languag research articl motheres interact cross road emot cognit systemat review aspect motheres infant direct speech id studi year widespread phenomenon suspect play import role infant develop purpos provid updat evid accumul review empir experiment studi publish id drive factor impact databas screen relev studi retain general linguist prosod characterist id found varieti languag id restrict mother id vari factor caregiv cultur psycholog physiolog infant reactiv interact feedback id promot infant affect attent languag learn cognit aspect id wide studi affect develop interact observati",0
"SUBLIMINAL messages, PRIMING (Psychology), NUCLEAR energy, LINGUISTICS, SOCIAL impact, PRIMARY audience, POLITICAL candidates, IMMIGRATION policy, Research Article","framing political messages to fit the audiences regulatory orientation how to improve the efficacy of the same message content","This research investigates how the impact of persuasive messages in the political domain can be improved when fit is created by subliminally priming recipients’ regulatory focus (either promotion or prevention) and by linguistic framing of the message (either strategic approach framing or strategic avoidance framing). Results of two studies show that regulatory fit: a) increases the impact of a political message favoring nuclear energy on implicit attitudes of the target audience (Study 1); and b) induces a more positive evaluation of, and intentions to vote for, the political candidate who is delivering a message concerning immigration policies (Study 2). [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library of Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be ab)","PLoS ONE",2013,"No","sublimin messag prime psycholog nuclear energi linguist social impact primari audienc polit candid immigr polici research articl frame polit messag fit audienc regulatori orient improv efficaci messag content research investig impact persuas messag polit domain improv fit creat sublimin prime recipi regulatori focus promot prevent linguist frame messag strateg approach frame strateg avoid frame result studi show regulatori fit increas impact polit messag favor nuclear energi implicit attitud target audienc studi induc posit evalu intent vote polit candid deliv messag immigr polici studi abstract author copyright plos properti public librari scienc content copi email multipl site post listserv copyright holder express written permiss user print download email articl individu abstract ab",0
"FUNCTIONAL magnetic resonance imaging, MORPHEMICS, NOUNS (Grammar), VERBS, CHINESE, LANGUAGE & languages, Research Article","an fmri study of grammatical morpheme processing associated with nouns and verbs in chinese","This study examined whether the degree of complexity of a grammatical component in a language would impact on its representation in the brain through identifying the neural correlates of grammatical morpheme processing associated with nouns and verbs in Chinese. In particular, the processing of Chinese nominal classifiers and verbal aspect markers were investigated in a sentence completion task and a grammaticality judgment task to look for converging evidence. The Chinese language constitutes a special case because it has no inflectional morphology per se and a larger classifier than aspect marker inventory, contrary to the pattern of greater verbal than nominal paradigmatic complexity in most European languages. The functional imaging results showed BA47 and left supplementary motor area and superior medial frontal gyrus more strongly activated for classifier processing, and the left posterior middle temporal gyrus more responsive to aspect marker processing. We attributed the activ)","PLoS ONE",2013,"No","function magnet reson imag morphem noun grammar verb chines languag languag research articl fmri studi grammat morphem process noun verb chines studi examin degre complex grammat compon languag impact represent brain identifi neural correl grammat morphem process noun verb chines process chines nomin classifi verbal aspect marker investig sentenc complet task grammat judgment task converg evid chines languag constitut special case inflect morpholog se larger classifi aspect marker inventori contrari pattern greater verbal nomin paradigmat complex european languag function imag result show ba left supplementari motor area superior medial frontal gyrus strong activ classifi process left posterior middl tempor gyrus respons aspect marker process attribut activ",0
"COMPREHENSION testing, SENSORIMOTOR cortex, EFFERENT pathways, SEMANTICS, PREDICTION theory, SENTENCES (Grammar), Research Article","the motor system contributes to comprehension of abstract language","If language comprehension requires a sensorimotor simulation, how can abstract language be comprehended? We show that preparation to respond in an upward or downward direction affects comprehension of the abstract quantifiers “more and more” and “less and less” as indexed by an N400-like component. Conversely, the semantic content of the sentence affects the motor potential measured immediately before the upward or downward action is initiated. We propose that this bidirectional link between motor system and language arises because the motor system implements forward models that predict the sensory consequences of actions. Because the same movement (e.g., raising the arm) can have multiple forward models for different contexts, the models can make different predictions depending on whether the arm is raised, for example, to place an object or raised as a threat. Thus, different linguistic contexts invoke different forward models, and the predictions constitute different understandings)","PLoS ONE",2013,"No","comprehens test sensorimotor cortex effer pathway semant predict theori sentenc grammar research articl motor system contribut comprehens abstract languag languag comprehens requir sensorimotor simul abstract languag comprehend show prepar respond upward downward direct affect comprehens abstract quantifi index n compon convers semant content sentenc affect motor potenti measur immedi upward downward action initi propos bidirect link motor system languag aris motor system implement forward model predict sensori consequ action movement rais arm multipl forward model context model make predict depend arm rais place object rais threat linguist context invok forward model predict constitut understand",0
"FIFTH grade (Education), SCHOOL children, COMPREHENSION, COGNITIVE ability, READING, SURVEYS, Research Article","the effect of font size on reading comprehension on second and fifth grade children bigger is not always better","Research on reading development has focused on the linguistic, cognitive, and recently, metacognitive skills children must master in order to learn to read. Less focus has been devoted to how the text itself, namely the perceptual features of the words, affects children’s learning and comprehension. In this study, we manipulated perceptual properties of text by presenting reading passages in different font sizes, line lengths, and line spacing to 100 children in the second and fifth grades. For second graders (Experiment 1), decreasing font size, as well as increasing line length, yielded significantly lower comprehension scores. Line spacing had no effect on performance. For fifth graders (Experiment 2), decreasing font size yielded higher comprehension scores, yet there were no effects for line length and line spacing. Results are discussed within a ""desirable difficulty"" approach to reading development. [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library)","PLoS ONE",2013,"No","grade educ school children comprehens cognit abil read survey research articl effect font size read comprehens grade children bigger research read develop focus linguist cognit recent metacognit skill children master order learn read focus devot text perceptu featur word affect children learn comprehens studi manipul perceptu properti text present read passag font size line length line space children grade grader experi decreas font size increas line length yield signific lower comprehens score line space effect perform grader experi decreas font size yield higher comprehens score effect line length line space result discuss desir difficulti approach read develop abstract author copyright plos properti public librari",0
"COMPARATIVE grammar, EXTERNALIZATION (Psychology), FEASIBILITY studies, LINGUISTICS, EPIGENETICS, DATABASES, Research Article","entangled parametric hierarchies problems for an overspecified universal grammar","This study addresses the feasibility of the classical notion of parameter in linguistic theory from the perspective of parametric hierarchies. A novel program-based analysis is implemented in order to show certain empirical problems related to these hierarchies. The program was developed on the basis of an enriched data base spanning 23 contemporary and 5 ancient languages. The empirical issues uncovered cast doubt on classical parametric models of language acquisition as well as on the conceptualization of an overspecified Universal Grammar that has parameters among its primitives. Pinpointing these issues leads to the proposal that (i) the (bio)logical problem of language acquisition does not amount to a process of triggering innately pre-wired values of parameters and (ii) it paves the way for viewing language, epigenetic (‘parametric’) variation as an externalization-related epiphenomenon, whose learning component may be more important than what sometimes is assumed. [ABSTRACT FRO)","PLoS ONE",2013,"No","compar grammar extern psycholog feasibl studi linguist epigenet databas research articl entangl parametr hierarchi problem overspecifi univers grammar studi address feasibl classic notion paramet linguist theori perspect parametr hierarchi program base analysi implement order show empir problem relat hierarchi program develop basi enrich data base span contemporari ancient languag empir issu uncov cast doubt classic parametr model languag acquisit conceptu overspecifi univers grammar paramet primit pinpoint issu lead propos biolog problem languag acquisit amount process trigger innat pre wire valu paramet ii pave view languag epigenet parametr variat extern relat epiphenomenon learn compon import assum abstract fro",0
"FRAMES (Social sciences), PUBLIC opinion, PSYCHOLOGY, CONTEXT effects (Psychology), COGNITIVE ability, CORPUS callosum, REPUBLICANS, DEMOCRATS, Research Article","identifying issue frames in text","Framing, the effect of context on cognitive processes, is a prominent topic of research in psychology and public opinion research. Research on framing has traditionally relied on controlled experiments and manually annotated document collections. In this paper we present a method that allows for quantifying the relative strengths of competing linguistic frames based on corpus analysis. This method requires little human intervention and can therefore be efficiently applied to large bodies of text. We demonstrate its effectiveness by tracking changes in the framing of terror over time and comparing the framing of abortion by Democrats and Republicans in the U.S. [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library of Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may b)","PLoS ONE",2013,"No","frame social scienc public opinion psycholog context effect psycholog cognit abil corpus callosum republican democrat research articl identifi issu frame text frame effect context cognit process promin topic research psycholog public opinion research research frame tradit reli control experi manual annot document collect paper present method quantifi relat strength compet linguist frame base corpus analysi method requir human intervent effici appli larg bodi text demonstr effect track frame terror time compar frame abort democrat republican abstract author copyright plos properti public librari scienc content copi email multipl site post listserv copyright holder express written permiss user print download email articl individu abstract",0
"EYE movements, ORAL communication, DASH (Punctuation), COMPREHENSION, SENTENCES (Grammar), PSYCHOLOGY, VERBAL behavior, Behavior, Cognitive psychology, Communications, Experimental psychology, Linguistics, Natural language, Psycholinguistics, Psychology, Research Article, Semantics, Sensory perception, Social and behavioral sciences, Speech, Verbal behavior","to dash or to dawdle verb associated speed of motion influences eye movements during spoken sentence comprehension","In describing motion events verbs of manner provide information about the speed of agents or objects in those events. We used eye tracking to investigate how inferences about this verb-associated speed of motion would influence the time course of attention to a visual scene that matched an event described in language. Eye movements were recorded as participants heard spoken sentences with verbs that implied a fast (“dash”) or slow (“dawdle”) movement of an agent towards a goal. These sentences were heard whilst participants concurrently looked at scenes depicting the agent and a path which led to the goal object. Our results indicate a mapping of events onto the visual scene consistent with participants mentally simulating the movement of the agent along the path towards the goal: when the verb implies a slow manner of motion, participants look more often and longer along the path to the goal; when the verb implies a fast manner of motion, participants tend to look earlier at the goal)","PLoS ONE",2013,"No","eye movement oral communic dash punctuat comprehens sentenc grammar psycholog verbal behavior behavior cognit psycholog communic experiment psycholog linguist natur languag psycholinguist psycholog research articl semant sensori percept social behavior scienc speech verbal behavior dash dawdl verb speed motion influenc eye movement spoken sentenc comprehens describ motion event verb manner provid inform speed agent object event eye track investig infer verb speed motion influenc time attent visual scene match event languag eye movement record particip heard spoken sentenc verb impli fast dash slow dawdl movement agent goal sentenc heard whilst particip concurr look scene depict agent path led goal object result map event visual scene consist particip mental simul movement agent path goal verb impli slow manner motion particip longer path goal verb impli fast manner motion particip tend earlier goal",0
"SEMANTICS, MENTAL representation, BINARY principle (Linguistics), VOCABULARY, NEUROPSYCHOLOGY, COGNITIVE neuroscience, PSYCHOLINGUISTICS, BRAIN imaging, Behavioral neuroscience, Biology, Cognition, Cognitive neuroscience, Cognitive psychology, Communications, Linguistics, Medicine, Mental health, Neurolinguistics, Neuroscience, Psycholinguistics, Psychology, Research Article, Semantics, Social and behavioral sciences, Structural linguistics","fine grained semantic categorization across the abstract and concrete domains","A consolidated approach to the study of the mental representation of word meanings has consisted in contrasting different domains of knowledge, broadly reflecting the abstract-concrete dichotomy. More fine-grained semantic distinctions have emerged in neuropsychological and cognitive neuroscience work, reflecting semantic category specificity, but almost exclusively within the concrete domain. Theoretical advances, particularly within the area of embodied cognition, have more recently put forward the idea that distributed neural representations tied to the kinds of experience maintained with the concepts' referents might distinguish conceptual meanings with a high degree of specificity, including those within the abstract domain. Here we report the results of two psycholinguistic rating studies incorporating such theoretical advances with two main objectives: first, to provide empirical evidence of fine-grained distinctions within both the abstract and the concrete semantic domains wi)","PLoS ONE",2013,"No","semant mental represent binari principl linguist vocabulari neuropsycholog cognit neurosci psycholinguist brain imag behavior neurosci biolog cognit cognit neurosci cognit psycholog communic linguist medicin mental health neurolinguist neurosci psycholinguist psycholog research articl semant social behavior scienc structur linguist fine grain semant categor abstract concret domain consolid approach studi mental represent word mean consist contrast domain knowledg broad reflect abstract concret dichotomi fine grain semant distinct emerg neuropsycholog cognit neurosci work reflect semant categori specif exclus concret domain theoret advanc area embodi cognit recent put forward idea distribut neural represent tie kind experi maintain concept refer distinguish conceptu mean high degre specif includ abstract domain report result psycholinguist rate studi incorpor theoret advanc main object provid empir evid fine grain distinct abstract concret semant domain wi",0
"BELARUSIANS, MITOCHONDRIAL DNA, GENETIC polymorphisms, POPULATION genetics, HAPLOTYPES, EVOLUTION (Biology), Y chromosome, Biology, Evolutionary biology, Evolutionary systematics, Gene flow, Genetic polymorphism, Genetics, Genotypes, Haplotypes, Heredity, Mutation, Phylogenetics, Population genetics, Research Article","uniparental genetic heritage of belarusians encounter of rare middle eastern matrilineages with a central european mitochondrial dna pool","Ethnic Belarusians make up more than 80% of the nine and half million people inhabiting the Republic of Belarus. Belarusians together with Ukrainians and Russians represent the East Slavic linguistic group, largest both in numbers and territory, inhabiting East Europe alongside Baltic-, Finno-Permic- and Turkic-speaking people. Till date, only a limited number of low resolution genetic studies have been performed on this population. Therefore, with the phylogeographic analysis of 565 Y-chromosomes and 267 mitochondrial DNAs from six well covered geographic sub-regions of Belarus we strove to complement the existing genetic profile of eastern Europeans. Our results reveal that around 80% of the paternal Belarusian gene pool is composed of R1a, I2a and N1c Y-chromosome haplogroups – a profile which is very similar to the two other eastern European populations – Ukrainians and Russians. The maternal Belarusian gene pool encompasses a full range of West Eurasian haplogroups and agrees wel)","PLoS ONE",2013,"No","belarusian mitochondri dna genet polymorph popul genet haplotyp evolut biolog chromosom biolog evolutionari biolog evolutionari systemat gene flow genet polymorph genet genotyp haplotyp hered mutat phylogenet popul genet research articl uniparent genet heritag belarusian encount rare middl eastern matrilineag central european mitochondri dna pool ethnic belarusian make half million peopl inhabit republ belarus belarusian ukrainian russian repres east slavic linguist group largest number territori inhabit east europ alongsid baltic finno permic turkic speak peopl till date limit number low resolut genet studi perform popul phylogeograph analysi chromosom mitochondri dnas cover geograph region belarus strove complement exist genet profil eastern european result reveal patern belarusian gene pool compos ra ia nc chromosom haplogroup profil similar eastern european popul ukrainian russian matern belarusian gene pool encompass full rang west eurasian haplogroup agre wel",0
"COCHLEAR implants, JUVENILE diseases, HEALTH outcome assessment, AGE factors in disease, AUDITORY perception, MEDICAL statistics, PATTERN recognition systems, Anatomy and physiology, Audiology, Auditory system, Biology, Experimental psychology, Medicine, Mental health, Neurological system, Neuroscience, Otology, Otorhinolaryngology, Pediatric otolaryngology, Pediatric otorhinolaryngology, Pediatrics, Psychology, Research Article, Sensory perception, Sensory physiology, Sensory systems, Social and behavioral sciences","environmental sounds recognition in children with cochlear implants","The aims of this study were (1) to document the recognition performance of environmental sounds (ESs) in Mandarin-speaking children with cochlear implants (CIs) and to analyze the possible associated factors with the ESs recognition; (2) to examine the relationship between perception of ESs and receptive vocabulary level; and (3) to explore the acoustic factors relevant to perceptual outcomes of daily ESs in pediatric CI users. Forty-seven prelingually deafened children between ages 4 to 10 years participated in this study. They were divided into pre-school (group A: age 4–6) and school-age (group B: age 7 to 10) groups. Sound Effects Recognition Test (SERT) and the Chinese version of the revised Peabody Picture Vocabulary Test (PPVT-R) were used to assess the auditory perception ability. The average correct percentage of SERT was 61.2% in the preschool group and 72.3% in the older group. There was no significant difference between the two groups. The ESs recognition performance of ch)","PLoS ONE",2013,"No","cochlear implant juvenil diseas health outcom assess age factor diseas auditori percept medic statist pattern recognit system anatomi physiolog audiolog auditori system biolog experiment psycholog medicin mental health neurolog system neurosci otolog otorhinolaryngolog pediatr otolaryngolog pediatr otorhinolaryngolog pediatr psycholog research articl sensori percept sensori physiolog sensori system social behavior scienc environment sound recognit children cochlear implant aim studi document recognit perform environment sound ess mandarin speak children cochlear implant cis analyz factor ess recognit examin relationship percept ess recept vocabulari level explor acoust factor relev perceptu outcom daili ess pediatr ci user forti prelingu deafen children age year particip studi divid pre school group age school age group age group sound effect recognit test sert chines version revis peabodi pictur vocabulari test ppvt assess auditori percept abil averag correct percentag sert preschool group older group signific differ group ess recognit perform ch",0
