"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","ABSTRACT","ISSN","KEYWORDS","URL","ISBN","DOI","code","duplicate"
"1672","BOOK","1976-11833-00019750101",NA,NA,"c(""Giles, Howard"", "" Powesland, Peter F."")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Academic Press",NA,NA,"speech style and social evaluation",NA,NA,1975,"Investigates the social importance of the individual's speech style, discussing 'linguistic norms' with reference to a variety of cultures and research sources. Endogenous and exogenous factors in speech style are discussed, and a tentative theory to explain speech modification is proposed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",NA,NA,"http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=psyh&AN=1976-11833-000&site=ehost-live&scope=site","122837509",NA,"No",TRUE
"1673","ARTICLE","8762419120130200",NA,NA,"c(""Roncaglia-Denissen, Maria Paula"", "" Schmidt-Kassow, Maren"", "" Kotz, Sonja A."")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"2",NA,"43474",NA,NA,NA,"speech rhythm facilitates syntactic ambiguity resolution: erp evidence.",NA,"8",2013,"In the current event-related potential (ERP) study, we investigated how speech rhythm impacts speech segmentation and facilitates the resolution of syntactic ambiguities in auditory sentence processing. Participants listened to syntactically ambiguous German subject- and object-first sentences that were spoken with either regular or irregular speech rhythm. Rhythmicity was established by a constant metric pattern of three unstressed syllables between two stressed ones that created rhythmic groups of constant size. Accuracy rates in a comprehension task revealed that participants understood rhythmically regular sentences better than rhythmically irregular ones. Furthermore, the mean amplitude of the P600 component was reduced in response to object-first sentences only when embedded in rhythmically regular but not rhythmically irregular context. This P600 reduction indicates facilitated processing of sentence structure possibly due to a decrease in processing costs for the less-preferre)","19326203","EVOKED potentials (Electrophysiology), BIOLOGICAL rhythms, COGNITIVE neuroscience, NEUROLINGUISTICS, PSYCHOLINGUISTICS, EXPERIMENTAL psychology, NEUROPSYCHOLOGY, SPEECH processing systems, Biology, Cognition, Cognitive neuroscience, Experimental psychology, Linguistics, Neurolinguistics, Neuropsychology, Neuroscience, Psycholinguistics, Psychology, Research Article, Social and behavioral sciences, Speech, Syntax","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=87624191&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1674","ARTICLE","9266951920131100",NA,NA,"c(""Meyer, Julien"", "" Dentel, Laure"", "" Meunier, Fanny"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"11",NA,"43479",NA,NA,NA,"speech recognition in natural background noise.",NA,"8",2013,"In the real world, human speech recognition nearly always involves listening in background noise. The impact of such noise on speech signals and on intelligibility performance increases with the separation of the listener from the speaker. The present behavioral experiment provides an overview of the effects of such acoustic disturbances on speech perception in conditions approaching ecologically valid contexts. We analysed the intelligibility loss in spoken word lists with increasing listener-to-speaker distance in a typical low-level natural background noise. The noise was combined with the simple spherical amplitude attenuation due to distance, basically changing the signal-to-noise ratio (SNR). Therefore, our study draws attention to some of the most basic environmental constraints that have pervaded spoken communication throughout human history. We evaluated the ability of native French participants to recognize French monosyllabic words (spoken at 65.3 dB(A), reference at 1 mete)","19326203","SPEECH perception, NOISE, LISTENING, INTELLECT, AUDITORY perception, SIGNAL-to-noise ratio, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=92669519&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1675","MISC","ED25831219850501",NA,NA,"c(""Pisoni, David B."", "" And Others"", "" Indiana Univ., Bloomington."")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"speech perception, word recognition and the structure of the lexicon. research on speech perception progress report no. 10.",NA,NA,1985,"The results of three projects concerned with auditory word recognition and the structure of the lexicon are reported in this paper. The first project described was designed to test experimentally several specific predictions derived from MACS, a simulation model of the Cohort Theory of word recognition. The second project description provides the results of analyses of the structure and distribution of words in the lexicon using a large lexical database. In this discussion, statistics about similarity spaces for high and low frequency words are applied to previously published data on the intelligibility of words presented in noise, and differences in identification are shown to be related to structural factors about the specific words and the distribution of similar words in  their neighborhoods. Finally, the third project description reports efforts at developing a new theory of word recognition known as the Phonetic Refinement Theory, which was designed to incorporate some of the detailed acoustic-phonetic and phonotactic knowledge that listeners have about the internal structure of words and the organization of words in the lexicon, and about how they use this knowledge in word recognition. (Author/HOD)",NA,NA,"http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=eric&AN=ED258312&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1676","ARTICLE","1.13630961201603E+16",NA,NA,"c(""Grill, Pavel"", "" Tučková, Jana"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"3",NA,"43486",NA,NA,NA,"speech databases of typical children and children with sli.",NA,"11",2016,"The extent of research on children’s speech in general and on disordered speech specifically is very limited. In this article, we describe the process of creating databases of children’s speech and the possibilities for using such databases, which have been created by the LANNA research group in the Faculty of Electrical Engineering at Czech Technical University in Prague. These databases have been principally compiled for medical research but also for use in other areas, such as linguistics. Two databases were recorded: one for healthy children’s speech (recorded in kindergarten and in the first level of elementary school) and the other for pathological speech of children with a Specific Language Impairment (recorded at a surgery of speech and language therapists and at the hospital). Both databases were sub-divided according to specific demands of medical research. Their utilization can be exoteric, specifically for linguistic research and pedagogical use as well as for studies of s)","19326203","SPECIFIC language impairment in children, SPEECH perception in children, MEDICAL databases, PSYCHOLINGUISTICS, KINDERGARTEN children -- Psychology, Age groups, Artificial intelligence, Artificial neural networks, Biology and life sciences, Children, Cognitive psychology, Cognitive science, Computational biology, Computational neuroscience, Computer and information sciences, Computer software, Engineering and technology, Families, Language, Laryngology, Linguistics, Medicine and health sciences, Neuroscience, Otorhinolaryngology, People and places, Phonetics, Population groupings, Psychology, Research Article, Signal processing, Social sciences, Speech, Speech signal processing, Speech therapy, Speech-language pathology, Vowels","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=113630961&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1677","ARTICLE","9266991220131100",NA,NA,"c(""Vitevitch, Michael S."", "" Sereno, Joan"", "" Jongman, Allard"", "" Goldstein, Rutherford"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"11",NA,"43469",NA,NA,NA,"speaker sex influences processing of grammatical gender.",NA,"8",2013,"Spoken words carry linguistic and indexical information to listeners. Abstractionist models of spoken word recognition suggest that indexical information is stripped away in a process called normalization to allow processing of the linguistic message to proceed. In contrast, exemplar models of the lexicon suggest that indexical information is retained in memory, and influences the process of spoken word recognition. In the present study native Spanish listeners heard Spanish words that varied in grammatical gender (masculine, ending in -o, or feminine, ending in -a) produced by either a male or a female speaker. When asked to indicate the grammatical gender of the words, listeners were faster and more accurate when the sex of the speaker “matched” the grammatical gender than when the sex of the speaker and the grammatical gender “mismatched.” No such interference was observed when listeners heard the same stimuli, but identified whether the speaker was male or female. This finding sug)","19326203","INDEXICALS (Semantics), GENDER differences (Psychology), WORD recognition, GRAMMATICAL gender, INFORMATION theory, INFORMATION processing, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=92669912&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1678","ARTICLE","1.03568224201506E+16",NA,NA,"c(""Atkinson, Mark"", "" Kirby, Simon"", "" Smith, Kenny"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"6",NA,"43485",NA,NA,NA,"speaker input variability does not explain why larger populations have simpler languages.",NA,"10",2015,"A learner’s linguistic input is more variable if it comes from a greater number of speakers. Higher speaker input variability has been shown to facilitate the acquisition of phonemic boundaries, since data drawn from multiple speakers provides more information about the distribution of phonemes in a speech community. It has also been proposed that speaker input variability may have a systematic influence on individual-level learning of morphology, which can in turn influence the group-level characteristics of a language. Languages spoken by larger groups of people have less complex morphology than those spoken in smaller communities. While a mechanism by which the number of speakers could have such an effect is yet to be convincingly identified, differences in speaker input variability, which is thought to be larger in larger groups, may provide an explanation. By hindering the acquisition, and hence faithful cross-generational transfer, of complex morphology, higher speaker input var)","19326203","PHONEMICS, LANGUAGE & languages -- Cognitive processing, SPEECH, MORPHOLOGY, HYPOTHESIS, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=103568224&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1679","ARTICLE","1.16190481201606E+16",NA,NA,"c(""Kriengwatana, Buddhamas"", "" Terry, Josephine"", "" Chládková, Kateřina"", "" Escudero, Paola"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"6",NA,"43487",NA,NA,NA,"speaker and accent variation are handled differently: evidence in native and non-native listeners.",NA,"11",2016,"Listeners are able to cope with between-speaker variability in speech that stems from anatomical sources (i.e. individual and sex differences in vocal tract size) and sociolinguistic sources (i.e. accents). We hypothesized that listeners adapt to these two types of variation differently because prior work indicates that adapting to speaker/sex variability may occur pre-lexically while adapting to accent variability may require learning from attention to explicit cues (i.e. feedback). In Experiment 1, we tested our hypothesis by training native Dutch listeners and Australian-English (AusE) listeners without any experience with Dutch or Flemish to discriminate between the Dutch vowels /I/ and /ε/ from a single speaker. We then tested their ability to classify /I/ and /ε/ vowels of a novel Dutch speaker (i.e. speaker or sex change only), or vowels of a novel Flemish speaker (i.e. speaker or sex change plus accent change). We found that both Dutch and AusE listeners could successfully cat)","19326203","ORATORS, ACCENTS & accentuation, VOCAL tract, HYPOTHESIS, SEX differences (Biology), Acoustics, Biology and life sciences, Cognitive psychology, Cognitive science, Engineering and technology, Language, Linguistics, Multilingualism, Neuroscience, Phonetics, Phonology, Physical sciences, Physics, Psychology, Research Article, Signal processing, Social sciences, Sociolinguistics, Speech, Speech signal processing, Vowels","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=116190481&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1680","ARTICLE","1.08629338201507E+16",NA,NA,"Murawaki, Yugo",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"7",NA,"43480",NA,NA,NA,"spatial structure of evolutionary models of dialects in contact.",NA,"10",2015,"Phylogenetic models, originally developed to demonstrate evolutionary biology, have been applied to a wide range of cultural data including natural language lexicons, manuscripts, folktales, material cultures, and religions. A fundamental question regarding the application of phylogenetic inference is whether trees are an appropriate approximation of cultural evolutionary history. Their validity in cultural applications has been scrutinized, particularly with respect to the lexicons of dialects in contact. Phylogenetic models organize evolutionary data into a series of branching events through time. However, branching events are typically not included in dialectological studies to interpret the distributions of lexical terms. Instead, dialectologists have offered spatial interpretations to represent lexical data. For example, new lexical items that emerge in a politico-cultural center are likely to spread to peripheries, but not vice versa. To explore the question of the tree model’s )","19326203","EVOLUTION (Biology), PHYLOGENY, DIALECTS, SOCIAL evolution, NATURAL languages, LEXICON, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=108629338&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1681","ARTICLE","7443343120110900",NA,NA,"c(""Struiksma, Marijn E."", "" Noordzij, Matthijs L."", "" Neggers, Sebastiaan F. W."", "" Bosker, Wendy M."", "" Postma, Albert"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"9",NA,"43477",NA,NA,NA,"spatial language processing in the blind: evidence for a supramodal representation and cortical reorganization.",NA,"6",2011,"Neuropsychological and imaging studies have shown that the left supramarginal gyrus (SMG) is specifically involved in processing spatial terms (e.g. above, left of), which locate places and objects in the world. The current fMRI study focused on the nature and specificity of representing spatial language in the left SMG by combining behavioral and neuronal activation data in blind and sighted individuals. Data from the blind provide an elegant way to test the supramodal representation hypothesis, i.e. abstract codes representing spatial relations yielding no activation differences between blind and sighted. Indeed, the left SMG was activated during spatial language processing in both blind and sighted individuals implying a supramodal representation of spatial and other dimensional relations which does not require visual experience to develop. However, in the absence of vision functional reorganization of the visual cortex is known to take place. An important consideration with respec)","19326203","LANGUAGE & languages -- Cognitive processing, BLIND, CEREBRAL cortex, NEUROPSYCHOLOGY, MAGNETIC resonance imaging of the brain, VISUAL cortex, STATISTICAL hypothesis testing","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=74433431&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1682","ARTICLE","Vivas2017",NA,NA,"c(""Vivas, Jorge"", ""Vivas, Leticia"", ""Comesa{\\~{n}}a, Ana"", ""Coni, Ana Garc{\\'{i}}a"", ""Vorano, Agostina"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,NA,NA,"3",NA,"1095--1106",NA,NA,NA,"spanish semantic feature production norms for 400 concrete concepts",NA,"49",2017,"? 2016 Psychonomic Society, Inc.Semantic feature production norms provide many quantitative measures of different feature and concept variables that are necessary to solve some debates surrounding the nature of the organization, both normal and pathological, of semantic memory. Despite the current existence of norms for different languages, there are still no published norms in Spanish. This article presents a new set of norms collected from 810 participants for 400 living and nonliving concepts among Spanish speakers. These norms consist of empirical collections of features that participants used to describe the concepts. Four files were elaborated: a concept?feature file, a concept?concept matrix, a feature?feature matrix, and a significantly correlated features file. We expect that these norms will be useful for researchers in the fields of experimental psychology, neuropsychology, and psycholinguistics.","15543528","Concepts,Feature norms,Semantic memory,Spanish language",NA,NA,"10.3758/s13428-016-0777-2","Yes",TRUE
"1683","ARTICLE","Soler2017",NA,NA,"c(""Soler, Mar{\\'{i}}a Jos{\\'{e}}"", ""Das{\\'{i}}, Carmen"", ""Ruiz, Juan Carlos"", ""Cervera, Teresa"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,NA,NA,"5",NA,"1920--1929",NA,NA,NA,"spanish norms for completion of restricted length word stems",NA,"49",2017,"This study presents a normative database of Spanish restricted length word stems that provides useful information for the selection of stimuli in memory experiments with Word Stem Completion (WSC) tasks. The database includes indices relative to stems (total baseline completion, priming baseline completion, priming, number of completions, ratio between given and deleted letters, and syllabic structure), and indices relative to characteristics of the words used to obtain the stems (frequency, familiarity, number of meanings, length, number of syllables, arousal, and valence). A WSC task was performed by 515 participants to calculate priming and baseline indices. An Exploratory Factor Analysis showed that these indices are grouped in four factors: perceptual, lexical, emotional, and response competition. Stepwise regression analyses performed with these factors showed that the lexical, response competition, and perceptual factors predict priming baseline completion, while only the lexical factor predicts priming. The model that best explains the relationship between priming and priming baseline completion was a cubic model, and the optimum baseline values for achieving priming were between .31 and .36. These norms can be downloaded as Supplemental Materials for this article from https://nuvol.uv.es/owncloud/index.php/s/hpj9by1qbENdjfj .","15543528","Implicit memory,Normative database,Priming,Priming baseline completion,Word stems",NA,NA,"10.3758/s13428-016-0834-x","Yes",TRUE
"1684","ARTICLE","Moreno-Martinez2014",NA,NA,"c(""Moreno-Mart{\\'{i}}nez, F. Javier"", ""Montoro, Pedro R."", ""Rodr{\\'{i}}guez-Rojo, Inmaculada C."")",NA,NA,NA,NA,NA,NA,NA,"Annales des Telecommunications/Annals of Telecommunications",NA,NA,NA,"4",NA,"1088--1097",NA,NA,NA,"spanish norms for age of acquisition, concept familiarity, lexical frequency, manipulability, typicality, and other variables for 820 words from 14 living/nonliving concepts",NA,"46",2014,"This article presents a new corpus of 820 words pertaining to 14 semantic categories, 7 natural (animals, body parts, insects, flowers, fruits, trees, and vegetables) and 7 man-made (buildings, clothing, furniture, kitchen utensils, musical instruments, tools, and vehicles); each word in the database was collected empirically in a previous exemplar generation study. In the present study, 152 Spanish speakers provided data for four psycholinguistic variables known to affect lexical-semantic processing in both neurologically intact and brain-damaged participants: age of acquisition, familiarity, manipulability, and typicality. Furthermore, we collected lexical frequency data derived from Internet search hits, plus three additional Spanish lexical frequency indexes. Word length, number of syllables, and the proportion of respondents citing the exemplar as a category member-which can be useful as an additional measure of typicality-are also provided. Reliability and validity indexes showed that our items display characteristics similar to those of other corpora. Overall, this new corpus of words provides a useful tool for scientists engaged in cognitive- and neuroscience-based research focused on examining language, memory, and object processing. The full set of norms can be downloaded from www.psychonomic.org/archive.","19589395","Linguistic processing,Living/nonliving domains,Normative data,Semantic categories,Semantic verbal fluency",NA,"3491398797","10.3758/s13428-013-0435-x","Yes",TRUE
"1685","ARTICLE","Guasch2016",NA,NA,"c(""Guasch, Marc"", ""Ferr{\\'{e}}, Pilar"", ""Fraga, Isabel"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,"dec",NA,"4",NA,"1358--1369",NA,NA,NA,"spanish norms for affective and lexico-semantic variables for 1,400 words",NA,"48",2016,"Studies of semantic variables (e.g., concreteness) and affective variables (i.e., valence and arousal) have traditionally tended to run in different directions. However, in recent years there has been growing interest in studying the relationship, as well as the potential overlaps, between the two. This article describes a database that provides subjective ratings for 1,400 Spanish words for valence, arousal, concreteness, imageability, context availability, and familiarity. Data were collected online through a process involving 826 university students. The results showed a high interrater reliability for all of the variables examined, as well as high correlations between our affective and semantic values and norms currently available in other Spanish databases. Regarding the affective variables, the typical quadratic correlation between valence and arousal ratings was obtained. Likewise, significant correlations were found between the lexico-semantic variables. Importantly, we obtained moderate negative correlations between emotionality and both concreteness and imageability. This is in line with the claim that abstract words have more affective associations than concrete ones (Kousta, Vigliocco, Vinson, Andrews, {\&} Del Campo, 2011). The present Spanish database is suitable for experimental research into the effects of both affective properties and lexico-semantic variables on word processing and memory.","1554-3528",NA,"http://link.springer.com/10.3758/s13428-015-0684-y",NA,"10.3758/s13428-015-0684-y","Yes",TRUE
"1686","ARTICLE","2018-60750-00120181112",NA,NA,"c(""Aguasvivas, Jose Armando"", "" Carreiras, Manuel"", "" Brysbaert, Marc"", "" Mandera, Paweł"", "" Keuleers, Emmanuel"", "" Duñabeitia, Jon Andoni"")",NA,NA,NA,NA,NA,NA,NA,"Frontiers in Psychology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"spalex: a spanish lexical decision database from a massive online data collection",NA,"9",2018,"Presents a study which aims to investigate SPALEX, a Spanish lexical decision database by focusing on native Spanish speakers at a global scale and with a vast amount of words, to provide a useful tool for researchers exploring the acquisition and processing of this language in native and foreign contexts. SPALEX contains data from a Spanish crowd-sourced lexical decision mega study. The authors collected the data through an online platform from May 12th, 2014 to December 19th, 2017. The majority of the data was acquired during the first month of the experiment, when an advertising campaign was done in order to attract the public’s attention. Participants also had the option of publishing their results via social networks, which led to attract more participants in a snow-ball sampling fashion. Additionally, the database contains information on participants that voluntarily provided information about their gender, age, country of origin, education level, handedness, native language, and best foreign language. In each experimental session, participants responded to 70 words and 30 non-words presented randomly and without repetition. Accuracy in SPALEX is expressed as 1 for correct answers and 0 for incorrect answers. Based on participants’ responses, the authors calculated percentage known, a measure of the percentage of participants that know a particular word. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","1664-1078","megastudies, lexical decision, vocabulary knowledge, online assessments, lexical database, Data Collection, Databases, Linguistics, Lexical Decision, Vocabulary","jdunabeitia@nebrija.es",NA,NA,"No",TRUE
"1687","ARTICLE","Gupta2004",NA,NA,"c(""Gupta, Prahlad"", ""Lipinski, John"", ""Abbs, Brandon"", ""Lin, Po Han"", ""Aktunc, Emrah"", ""Ludden, David"", ""Martin, Nadine"", ""Newman, Rochelle"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods, Instruments, and Computers",NA,NA,NA,"4",NA,"599--603",NA,NA,NA,"space aliens and nonwords: stimuli for investigating the learning of novel word-meaning pairs",NA,"36",2004,"We describe a set of pictorial and auditory stimuli that we have developed for use in word learning tasks in which the participant learns pairings of novel auditory sound patterns (names) with pictorial depictions of novel objects (referents). The pictorial referents are drawings of ""space aliens,"" consisting of images that are variants of 144 different aliens. The auditory names are possible nonwords of English; the stimulus set consists of over 2,500 nonword stimuli recorded in a single voice, with controlled onsets, varying from one to seven syllables in length. The pictorial and nonword stimuli can also serve as independent stimulus sets for purposes other than word learning. The full set of these stimuli may be downloaded from www.psychonomic.org/archive/.","7433808",NA,NA,"0743-3808 (Print)$\backslash$r0743-3808 (Linking)","10.3758/BF03206540","Yes",TRUE
"1688","ARTICLE","5657677620100800",NA,NA,"c(""Teramoto, Wataru"", "" Hidaka, Souta"", "" Sugita, Yoichi"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"8",NA,"43470",NA,NA,NA,"sounds move a static visual object.",NA,"5",2010,"Background: Vision provides the most salient information with regard to stimulus motion, but audition can also provide important cues that affect visual motion perception. Here, we show that sounds containing no motion or positional cues can induce illusory visual motion perception for static visual objects. Methodology/Principal Findings: Two circles placed side by side were presented in alternation producing apparent motion perception and each onset was accompanied by a tone burst of a specific and unique frequency. After exposure to this visual apparent motion with tones for a few minutes, the tones became drivers for illusory motion perception. When the flash onset was synchronized to tones of alternating frequencies, a circle blinking at a fixed location was perceived as lateral motion in the same direction as the previously exposed apparent motion. Furthermore, the effect lasted at least for a few days. The effect was well observed at the retinal position that was previously exp)","19326203","SOUNDS, MOTION perception (Vision), OPTICAL illusions, VISION, VISUAL learning, TONE (Phonetics), AUDITORY perception, ANALYSIS of variance, DIGITAL oscilloscopes","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=56576776&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1689","ARTICLE","Anikin2018",NA,NA,"Anikin, Andrey",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,"jul",NA,"2",NA,"778--792","Springer US",NA,NA,"soundgen: an open-source tool for synthesizing nonverbal vocalizations",NA,"51",2019,"Abstract Voice synthesis is a useful method for investigating the communicative role of different acoustic features. Although many text-to-speech systems are available, researchers of human nonverbal vocalizations and bioacousticians may profit from a dedicated simple tool for synthesizing and manipulating natural-sounding vocalizations. Soundgen (https://CRAN.R-project.org/package=soundgen) is an open-source R package that synthesizes nonverbal vocalizations based on meaningful acoustic parameters, which can be specified from the command line or in an interactive app. This tool was validated by comparing the perceived emotion, valence, arousal, and authenticity of 60 recorded human nonverbal vocalizations (screams, moans, laughs, and so on) and their approximate synthetic reproductions. Each synthetic sound was created by manually specifying only a small number of high-level control parameters, such as syllable length and a few anchors for the intonation contour. Nevertheless, the valence and arousal ratings of synthetic sounds were similar to those of the original recordings, and the authenticity ratings were comparable, maintaining parity with the originals for less complex vocalizations. Manipulating the precise acoustic characteristics of synthetic sounds may shed light on the salient predictors of emotion in the human voice. More generally, soundgen may prove useful for any studies that require precise control over the acoustic features of nonspeech sounds, including research on animal vocalizations and auditory perception.","15543528","Animal vocalizations,Emotion,Formant synthesis,Nonverbal vocalizations,Open source,Parametric synthesis,Voice synthesis","http://link.springer.com/10.3758/s13428-018-1095-7",NA,"10.3758/s13428-018-1095-7","Yes",TRUE
"1690","ARTICLE","9581790320140400",NA,NA,"c(""Haynie, Hannah"", "" Bowern, Claire"", "" LaPalombara, Hannah"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"4",NA,"43481",NA,NA,NA,"sound symbolism in the languages of australia.",NA,"9",2014,"The notion that linguistic forms and meanings are related only by convention and not by any direct relationship between sounds and semantic concepts is a foundational principle of modern linguistics. Though the principle generally holds across the lexicon, systematic exceptions have been identified. These “sound symbolic” forms have been identified in lexical items and linguistic processes in many individual languages. This paper examines sound symbolism in the languages of Australia. We conduct a statistical investigation of the evidence for several common patterns of sound symbolism, using data from a sample of 120 languages. The patterns examined here include the association of meanings denoting “smallness” or “nearness” with front vowels or palatal consonants, and the association of meanings denoting “largeness” or “distance” with back vowels or velar consonants. Our results provide evidence for the expected associations of vowels and consonants with meanings of “smallness” and “p)","19326203","SOUND symbolism, AUSTRALIAN languages, SEMANTICS, LEXICAL phonology, COMPUTATIONAL linguistics, HISTORICAL linguistics, Acoustics, Anthropology, Computational linguistics, Cultural anthropology, Historical linguistics, Languages, Linguistic anthropology, Linguistic morphology, Linguistics, Natural language, Physical laws and principles, Physical sciences, Physics, Research Article, Social sciences, Structural linguistics","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=95817903&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1691","ARTICLE","1.01319744201502E+16",NA,NA,"c(""Imai, Mutsumi"", "" Miyazaki, Michiko"", "" Yeung, H. Henny"", "" Hidaka, Shohei"", "" Kantartzis, Katerina"", "" Okada, Hiroyuki"", "" Kita, Sotaro"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"2",NA,"43482",NA,NA,NA,"sound symbolism facilitates word learning in 14-month-olds.",NA,"10",2015,"Sound symbolism, or the nonarbitrary link between linguistic sound and meaning, has often been discussed in connection with language evolution, where the oral imitation of external events links phonetic forms with their referents (e.g., Ramachandran & Hubbard, 2001). In this research, we explore whether sound symbolism may also facilitate synchronic language learning in human infants. Sound symbolism may be a useful cue particularly at the earliest developmental stages of word learning, because it potentially provides a way of bootstrapping word meaning from perceptual information. Using an associative word learning paradigm, we demonstrated that 14-month-old infants could detect Köhler-type (1947) shape-sound symbolism, and could use this sensitivity in their effort to establish a word-referent association. [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library of Science and its content may not be copied or emailed to multiple sites or posted to a listserv w)","19326203","SOUND symbolism, ASSOCIATIVE learning, LINGUISTICS, BOOTSTRAPPING (Statistics), INFANT psychology, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=101319744&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1692","ARTICLE","2009-05933-00120090101",NA,NA,"Tosone, Carol",NA,NA,NA,NA,NA,NA,NA,"Psychoanalytic Social Work",NA,NA,NA,"1",NA,"43476",NA,NA,NA,"sotto voce: internalized misogyny and the politics of gender in corporate america",NA,"16",2009,"Language can serve as a potent and injurious tool against ambitious women in the workplace. Consider how often both men and women have thought or said 'bitch' or other derogatory terms when describing a woman in a leadership position. Freud once described mental health as the ability to love and to work. For many of these women, their work has also become their love, their passion. Working long hours, often working 'twice as hard as men,' to be viewed as equally competent, perhaps sacrificing spouse and children in deference to career, these women have been inculcated into a patriarchal corporate environment, one in which they must act in a sexual dissonant manner in order to succeed. And as they negotiate the male managerial model, they often come to view their own femininity in an objectified, disparaging way. They may defeminize their language and adopt a 'more adversarial, information-focused style characteristic of all male talk'. Here is where the dilemma begins: If they conform to the masculine linguistic norms of the corporate environment, then their behavior can be perceived as confrontational, harsh, contentious, un-lady-like. A collision of culture ensues on intrapsychic and interpersonal levels between what is expected of a woman in society and what is expected of a person in a high status position where valued leadership traits are male-gendered. Often these women select language and styles that veer away from the feminine side of the gender spectrum. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1522-8878, 1522-9033","working women, corporate environment, internalized misogyny, politics, femininity, Femininity, Human Sex Differences, Misanthropy, Politics, Working Women","carol.tosone@nyu.edu",NA,NA,"No",TRUE
